Cap_Model,Scenario,FY,Hour,Observations,Mean_Impact,Median_Impact,P75_Impact,P95_Impact
p99.5,Accelerated Transition,FY2029,5,13128,22.422546,19.735863,28.21649,45.533775
p99.5,Accelerated Transition,FY2029,6,13128,25.486378,24.816229,33.870728,54.16552
p99.5,Accelerated Transition,FY2029,7,13128,21.6105,21.283218,31.852089,58.466393
p99.5,Accelerated Transition,FY2029,8,13128,19.159113,21.068289,30.867355,51.091114
p99.5,Accelerated Transition,FY2029,9,13128,26.193169,24.664583,36.457695,59.73882
p99.5,Accelerated Transition,FY2029,10,13128,32.476944,30.250105,41.896915,67.0436
p99.5,Accelerated Transition,FY2029,11,13128,33.447746,31.760098,43.153206,66.53347
p99.5,Accelerated Transition,FY2029,12,13128,32.99683,32.07692,43.4522,69.56797
p99.5,Accelerated Transition,FY2029,13,13128,31.6835,30.910183,43.52604,68.37929
p99.5,Accelerated Transition,FY2029,14,13128,30.074553,28.24535,41.903168,66.33409
p99.5,Accelerated Transition,FY2029,15,13128,27.597204,24.27792,38.272297,66.87114
p99.5,Accelerated Transition,FY2029,16,13128,25.875093,23.054108,37.059685,67.03418
p99.5,Accelerated Transition,FY2029,17,13128,25.829332,23.579094,39.9763,70.328926
p99.5,Accelerated Transition,FY2029,18,13128,25.214441,22.46637,36.56721,73.08845
p99.5,Accelerated Transition,FY2029,19,13128,22.505009,16.738785,30.578005,70.86723
p99.5,Accelerated Transition,FY2029,20,13128,21.673346,15.501976,26.562447,68.9502
p99.5,Accelerated Transition,FY2029,21,13128,21.035711,15.325829,24.506363,63.76806
p99.5,Accelerated Transition,FY2029,22,13128,21.880806,15.206608,27.113163,67.47331
p99.5,Accelerated Transition,FY2029,23,13128,19.47119,14.012108,23.31963,58.410927
p99.5,Accelerated Transition,FY2030,0,13116,36.347916,28.016197,56.375366,87.96263
p99.5,Accelerated Transition,FY2030,1,13128,34.39488,27.035858,50.555374,78.960556
p99.5,Accelerated Transition,FY2030,2,13128,31.229488,24.504824,41.162,71.70103
p99.5,Accelerated Transition,FY2030,3,13128,33.38113,27.93367,41.215405,68.75884
p99.5,Accelerated Transition,FY2030,4,13128,33.52726,28.759684,41.003796,68.25139
p99.5,Accelerated Transition,FY2030,5,13128,35.274006,31.177483,44.902206,69.17998
p99.5,Accelerated Transition,FY2030,6,13128,38.64271,38.076576,52.779667,83.765076
p99.5,Accelerated Transition,FY2030,7,13128,30.538122,31.037638,47.834908,85.28498
p99.5,Accelerated Transition,FY2030,8,13128,26.543585,30.48344,45.99444,71.58998
p99.5,Accelerated Transition,FY2030,9,13128,37.38829,36.838142,53.026108,87.62216
p99.5,Accelerated Transition,FY2030,10,13128,48.259346,45.784065,63.008736,100.9103
p99.5,Accelerated Transition,FY2030,11,13128,50.75858,49.186855,66.19288,99.95339
p99.5,Accelerated Transition,FY2030,12,13128,49.645172,48.53347,66.66106,102.398766
p99.5,Accelerated Transition,FY2030,13,13128,47.537853,46.820408,66.32539,102.10788
p99.5,Accelerated Transition,FY2030,14,13128,45.983498,43.84001,63.94642,102.07993
p99.5,Accelerated Transition,FY2030,15,13128,41.77342,37.83882,58.32581,96.88873
p99.5,Accelerated Transition,FY2030,16,13128,40.078445,37.774757,59.45861,96.89043
p99.5,Accelerated Transition,FY2030,17,13128,41.195568,39.684914,62.700798,99.682686
p99.5,Accelerated Transition,FY2030,18,13128,39.02115,34.910904,56.444424,101.56235
p99.5,Accelerated Transition,FY2030,19,13128,35.661915,27.675667,48.709034,106.63982
p99.5,Accelerated Transition,FY2030,20,13128,35.127575,25.756441,44.308277,105.35671
p99.5,Accelerated Transition,FY2030,21,13128,34.58942,24.714916,41.0753,106.56778
p99.5,Accelerated Transition,FY2030,22,13128,36.918125,25.862045,49.50643,106.30774
p99.5,Accelerated Transition,FY2030,23,13128,33.398365,23.671526,45.005226,95.80036
p99.5,Slower Growth,FY2026,0,13116,1.0954818,0.6016445,1.6819382,4.6627197
p99.5,Slower Growth,FY2026,1,13128,1.091076,0.6295624,1.6054688,4.4675827
p99.5,Slower Growth,FY2026,2,13128,1.1584047,0.6671257,1.6650467,4.7143183
p99.5,Slower Growth,FY2026,3,13128,1.2913233,0.7162285,1.75733,5.2000384
p99.5,Slower Growth,FY2026,4,13128,1.2785374,0.7473831,1.7408075,5.1002884
p99.5,Slower Growth,FY2026,5,13128,1.3266703,0.81334305,1.9027653,4.704531
p99.5,Slower Growth,FY2026,6,13128,1.5000304,0.9995613,2.346756,5.638064
p99.5,Slower Growth,FY2026,7,13128,1.4358156,0.90216565,2.3430138,6.44673
p99.5,Slower Growth,FY2026,8,13128,1.2570989,0.9424753,2.3856173,6.1043463
p99.5,Slower Growth,FY2026,9,13128,1.6244293,1.0992465,2.5830731,6.40911
p99.5,Slower Growth,FY2026,10,13128,1.9325544,1.3248215,2.92947,6.8307266
p99.5,Slower Growth,FY2026,11,13128,1.9824424,1.3691968,3.0185008,6.872613
p99.5,Slower Growth,FY2026,12,13128,1.9496285,1.271209,2.9835238,6.855618
p99.5,Slower Growth,FY2026,13,13128,1.8599072,1.2300072,2.8960066,6.7506804
p99.5,Slower Growth,FY2026,14,13128,1.7749126,1.1688566,2.8067017,6.752347
p99.5,Slower Growth,FY2026,15,13128,1.5508677,1.0226192,2.5751934,6.3037214
p99.5,Slower Growth,FY2026,16,13128,1.4128724,0.83903885,2.332264,6.7913275
p99.5,Slower Growth,FY2026,17,13128,1.5139998,0.64162064,2.3821335,8.121956
p99.5,Slower Growth,FY2026,18,13128,1.5612046,0.48721313,2.342926,9.071518
p99.5,Slower Growth,FY2026,19,13128,1.1861126,0.37639236,1.6612816,5.9673753
p99.5,Slower Growth,FY2026,20,13128,1.1378607,0.5026703,1.6457787,4.9024496
p99.5,Slower Growth,FY2026,21,13128,1.0122708,0.53883743,1.5661259,4.2155237
p99.5,Slower Growth,FY2026,22,13128,1.0292426,0.55166626,1.5396061,4.251572
p99.5,Slower Growth,FY2026,23,13128,0.9159983,0.49178314,1.4253731,3.9029365
p99.5,Slower Growth,FY2027,0,13116,2.243619,1.5181007,3.1179295,8.535557
p99.5,Slower Growth,FY2027,1,13128,2.1753552,1.5859985,3.0144596,7.4089074
p99.5,Slower Growth,FY2027,2,13128,2.3230748,1.6567764,3.176052,7.809717
p99.5,Slower Growth,FY2027,3,13128,2.5733614,1.759121,3.3375854,8.649476
p99.5,Slower Growth,FY2027,4,13128,2.5682786,1.7947865,3.3518124,8.496449
p99.5,Slower Growth,FY2027,5,13128,2.6007583,1.9853363,3.6132507,7.6514716
p99.5,Slower Growth,FY2027,6,13128,3.0351644,2.4815903,4.4752903,9.117629
p99.5,Slower Growth,FY2027,7,13128,2.8308563,2.3085403,4.411685,9.892638
p99.5,Slower Growth,FY2027,8,13128,2.52364,2.3413672,4.4072375,9.444847
p99.5,Slower Growth,FY2027,9,13128,3.2303824,2.6075478,4.8981533,9.827941
p99.5,Slower Growth,FY2027,10,13128,3.8498483,3.1073723,5.528036,10.743682
p99.5,Slower Growth,FY2027,11,13128,3.9302478,3.269764,5.538995,10.741006
p99.5,Slower Growth,FY2027,12,13128,3.8691866,3.1703558,5.6073456,10.872538
p99.5,Slower Growth,FY2027,13,13128,3.690679,3.0673962,5.5044613,10.72733
p99.5,Slower Growth,FY2027,14,13128,3.5367079,2.9276981,5.259407,10.554946
p99.5,Slower Growth,FY2027,15,13128,3.085425,2.5090103,4.8034744,9.8252535
p99.5,Slower Growth,FY2027,16,13128,2.8221152,2.1507416,4.504469,10.806259
p99.5,Slower Growth,FY2027,17,13128,2.9692934,1.9827805,4.841751,12.571356
p99.5,Slower Growth,FY2027,18,13128,2.9812634,1.7632408,4.784754,14.394636
p99.5,Slower Growth,FY2027,19,13128,2.3589804,1.321003,3.2995052,11.163641
p99.5,Slower Growth,FY2027,20,13128,2.2775338,1.433178,3.101057,8.559846
p99.5,Slower Growth,FY2027,21,13128,2.0914812,1.4427109,2.9237804,7.6558027
p99.5,Slower Growth,FY2027,22,13128,2.098136,1.3893433,2.828868,7.598031
p99.5,Slower Growth,FY2027,23,13128,1.8406248,1.313015,2.5600376,6.7468147
p99.5,Slower Growth,FY2028,0,13116,3.4251165,2.4153366,4.4910736,11.782707
p99.5,Slower Growth,FY2028,1,13128,3.279136,2.5112839,4.34136,10.080066
p99.5,Slower Growth,FY2028,2,13128,3.4589458,2.6145248,4.5288067,10.254979
p99.5,Slower Growth,FY2028,3,13128,3.8680944,2.804884,4.95895,11.288614
p99.5,Slower Growth,FY2028,4,13128,3.8228042,2.8401947,5.033308,11.12256
p99.5,Slower Growth,FY2028,5,13128,3.886022,3.165802,5.1658897,10.217999
p99.5,Slower Growth,FY2028,6,13128,4.538243,3.9095478,6.494527,11.957429
p99.5,Slower Growth,FY2028,7,13128,4.173239,3.5685387,6.3854904,13.305008
p99.5,Slower Growth,FY2028,8,13128,3.739251,3.637062,6.2341757,12.150726
p99.5,Slower Growth,FY2028,9,13128,4.857563,4.146842,7.0750904,13.412978
p99.5,Slower Growth,FY2028,10,13128,5.7218666,4.870081,7.920472,14.474725
p99.5,Slower Growth,FY2028,11,13128,5.8621845,4.998132,8.067572,14.501262
p99.5,Slower Growth,FY2028,12,13128,5.789394,4.9509583,8.094987,14.919021
p99.5,Slower Growth,FY2028,13,13128,5.451592,4.8145294,8.02473,14.600854
p99.5,Slower Growth,FY2028,14,13128,5.3094,4.5142746,7.669776,14.588389
p99.5,Slower Growth,FY2028,15,13128,4.646811,3.9113789,7.078953,13.272099
p99.5,Slower Growth,FY2028,16,13128,4.2585163,3.4913769,6.679592,14.526278
p99.5,Slower Growth,FY2028,17,13128,4.405206,3.3467255,7.173765,16.90832
p99.5,Slower Growth,FY2028,18,13128,4.407397,3.0772324,7.1019707,18.847082
p99.5,Slower Growth,FY2028,19,13128,3.5884423,2.2671814,4.9243317,16.698822
p99.5,Slower Growth,FY2028,20,13128,3.4916356,2.3651848,4.516632,12.031377
p99.5,Slower Growth,FY2028,21,13128,3.1392887,2.2936058,4.112808,10.583748
p99.5,Slower Growth,FY2028,22,13128,3.2042155,2.2193909,4.016529,10.91449
p99.5,Slower Growth,FY2028,23,13128,2.7773952,2.0855446,3.667345,9.092903
p99.5,Slower Growth,FY2029,0,13116,4.9042206,3.5111313,6.2189865,15.91173
p99.5,Slower Growth,FY2029,1,13128,4.6737137,3.6419067,6.007824,13.266714
p99.5,Slower Growth,FY2029,2,13128,4.8967223,3.8237915,6.340166,13.400911
p99.5,Slower Growth,FY2029,3,13128,5.454195,4.0795975,7.0879736,15.354986
p99.5,Slower Growth,FY2029,4,13128,5.3301835,4.137081,6.9925556,14.64476
p99.5,Slower Growth,FY2029,5,13128,5.480797,4.6087112,7.185522,13.444274
p99.5,Slower Growth,FY2029,6,13128,6.4196796,5.814583,8.914595,15.5568285
p99.5,Slower Growth,FY2029,7,13128,5.8931756,5.2015095,8.845795,17.757553
p99.5,Slower Growth,FY2029,8,13128,5.275743,5.283203,8.512244,15.786157
p99.5,Slower Growth,FY2029,9,13128,6.8528647,6.077447,9.706512,17.295664
p99.5,Slower Growth,FY2029,10,13128,8.091445,7.02936,10.9064865,18.920385
p99.5,Slower Growth,FY2029,11,13128,8.279649,7.306264,11.11274,18.784454
p99.5,Slower Growth,FY2029,12,13128,8.207823,7.2625484,11.222006,19.362831
p99.5,Slower Growth,FY2029,13,13128,7.819785,7.082611,11.069328,19.107761
p99.5,Slower Growth,FY2029,14,13128,7.458022,6.6105957,10.498131,19.0235
p99.5,Slower Growth,FY2029,15,13128,6.607731,5.781311,9.685255,17.451225
p99.5,Slower Growth,FY2029,16,13128,6.0347996,5.072891,9.237951,19.097298
p99.5,Slower Growth,FY2029,17,13128,6.225596,4.9553185,9.857704,22.06067
p99.5,Slower Growth,FY2029,18,13128,6.2399826,4.7709007,9.896759,24.389435
p99.5,Slower Growth,FY2029,19,13128,5.086482,3.460331,7.031742,21.42274
p99.5,Slower Growth,FY2029,20,13128,4.927966,3.5368042,6.2458897,16.154072
p99.5,Slower Growth,FY2029,21,13128,4.502243,3.3547325,5.702648,14.475288
p99.5,Slower Growth,FY2029,22,13128,4.6117754,3.2175713,5.6046963,15.211267
p99.5,Slower Growth,FY2029,23,13128,3.9777322,3.0225487,4.9497623,12.552939
p99.5,Slower Growth,FY2030,0,13116,6.680703,4.839409,8.285278,21.239395
p99.5,Slower Growth,FY2030,1,13128,6.37069,5.0421944,8.083065,17.1605
p99.5,Slower Growth,FY2030,2,13128,6.5521226,5.150345,8.340912,17.402805
p99.5,Slower Growth,FY2030,3,13128,7.270693,5.645397,9.4658985,19.074707
p99.5,Slower Growth,FY2030,4,13128,7.141018,5.7882996,9.135645,18.790619
p99.5,Slower Growth,FY2030,5,13128,7.384778,6.390129,9.548883,17.052433
p99.5,Slower Growth,FY2030,6,13128,8.613878,8.046516,11.7413845,19.729204
p99.5,Slower Growth,FY2030,7,13128,7.9419966,7.1820927,11.431934,22.62391
p99.5,Slower Growth,FY2030,8,13128,7.0746765,7.2200794,11.099121,19.95333
p99.5,Slower Growth,FY2030,9,13128,9.237431,8.253094,12.962435,21.845072
p99.5,Slower Growth,FY2030,10,13128,10.913932,9.6072445,14.609276,24.213285
p99.5,Slower Growth,FY2030,11,13128,11.151262,9.988909,14.914797,24.148827
p99.5,Slower Growth,FY2030,12,13128,11.122768,10.013866,15.030516,24.83452
p99.5,Slower Growth,FY2030,13,13128,10.485162,9.682116,14.821275,24.989746
p99.5,Slower Growth,FY2030,14,13128,10.023115,8.991131,14.0409775,24.452461
p99.5,Slower Growth,FY2030,15,13128,9.06094,7.973255,12.897118,22.661802
p99.5,Slower Growth,FY2030,16,13128,8.159544,7.065872,12.370707,24.28702
p99.5,Slower Growth,FY2030,17,13128,8.443782,6.9911613,13.065128,27.913906
p99.5,Slower Growth,FY2030,18,13128,8.319472,6.6853447,13.055428,29.64397
p99.5,Slower Growth,FY2030,19,13128,7.009037,4.896591,9.482349,27.364426
p99.5,Slower Growth,FY2030,20,13128,6.739472,4.904484,8.3093605,22.453678
p99.5,Slower Growth,FY2030,21,13128,6.1701355,4.59494,7.582202,18.86158
p99.5,Slower Growth,FY2030,22,13128,6.3279333,4.4310265,7.585762,20.215652
p99.5,Slower Growth,FY2030,23,13128,5.465402,4.110195,6.640663,17.890097
p99.5,Step Change,FY2026,0,13116,1.9526366,1.2660198,2.7731228,7.6044235
p99.5,Step Change,FY2026,1,13128,1.8896106,1.335432,2.6607084,6.5398927
p99.5,Step Change,FY2026,2,13128,2.044401,1.4301949,2.797552,7.0309286
p99.5,Step Change,FY2026,3,13128,2.2420967,1.5168419,2.9203606,7.8618565
p99.5,Step Change,FY2026,4,13128,2.2501402,1.5294304,2.961666,7.6732454
p99.5,Step Change,FY2026,5,13128,2.280202,1.6840477,3.188919,6.9580026
p99.5,Step Change,FY2026,6,13128,2.6437962,2.1230621,3.947256,8.298014
p99.5,Step Change,FY2026,7,13128,2.4959922,1.9334116,3.9214401,9.14579
p99.5,Step Change,FY2026,8,13128,2.2042289,1.9959698,3.9647589,8.545675
p99.5,Step Change,FY2026,9,13128,2.8224328,2.261217,4.3232255,9.06599
p99.5,Step Change,FY2026,10,13128,3.362109,2.6633759,4.8615055,9.700154
p99.5,Step Change,FY2026,11,13128,3.44778,2.8159046,4.929138,9.672806
p99.5,Step Change,FY2026,12,13128,3.3902164,2.7039661,4.9495935,9.88688
p99.5,Step Change,FY2026,13,13128,3.2350564,2.6151257,4.8849707,9.754483
p99.5,Step Change,FY2026,14,13128,3.0896559,2.4820786,4.643456,9.548427
p99.5,Step Change,FY2026,15,13128,2.7005634,2.1409264,4.273663,8.903698
p99.5,Step Change,FY2026,16,13128,2.481173,1.8048477,3.9243984,9.673773
p99.5,Step Change,FY2026,17,13128,2.601392,1.6696262,4.1616287,11.479714
p99.5,Step Change,FY2026,18,13128,2.6042895,1.4468155,4.2333374,13.063494
p99.5,Step Change,FY2026,19,13128,2.0957363,1.0883179,2.8953495,9.965628
p99.5,Step Change,FY2026,20,13128,1.9874134,1.2186661,2.746647,7.5703254
p99.5,Step Change,FY2026,21,13128,1.8297747,1.2281952,2.5878963,6.7832084
p99.5,Step Change,FY2026,22,13128,1.8295945,1.1825294,2.5227928,6.749515
p99.5,Step Change,FY2026,23,13128,1.6084434,1.0976753,2.2963772,5.947432
p99.5,Step Change,FY2027,0,13116,4.613234,3.2998543,5.8799133,15.135376
p99.5,Step Change,FY2027,1,13128,4.399621,3.4198189,5.701887,12.796994
p99.5,Step Change,FY2027,2,13128,4.612615,3.5809746,5.958043,12.81241
p99.5,Step Change,FY2027,3,13128,5.134992,3.8258972,6.731394,14.436336
p99.5,Step Change,FY2027,4,13128,5.029196,3.87854,6.602413,13.94651
p99.5,Step Change,FY2027,5,13128,5.177428,4.314457,6.8514156,12.869266
p99.5,Step Change,FY2027,6,13128,6.0432224,5.427681,8.466101,14.904185
p99.5,Step Change,FY2027,7,13128,5.560563,4.903694,8.414147,16.956167
p99.5,Step Change,FY2027,8,13128,4.958854,4.9241953,8.11993,14.920029
p99.5,Step Change,FY2027,9,13128,6.419123,5.6630554,9.180854,16.379229
p99.5,Step Change,FY2027,10,13128,7.6143966,6.5888205,10.2917,17.99134
p99.5,Step Change,FY2027,11,13128,7.79515,6.8648014,10.551733,17.903162
p99.5,Step Change,FY2027,12,13128,7.712705,6.830244,10.575191,18.605986
p99.5,Step Change,FY2027,13,13128,7.3550677,6.6720114,10.476793,18.22327
p99.5,Step Change,FY2027,14,13128,7.0184107,6.145095,9.985851,18.163385
p99.5,Step Change,FY2027,15,13128,6.2224426,5.416214,9.243256,16.678127
p99.5,Step Change,FY2027,16,13128,5.6764345,4.7669296,8.7488785,18.211147
p99.5,Step Change,FY2027,17,13128,5.849534,4.6587753,9.329838,20.878658
p99.5,Step Change,FY2027,18,13128,5.8980155,4.480034,9.403141,22.926563
p99.5,Step Change,FY2027,19,13128,4.7685304,3.2078896,6.587015,20.681995
p99.5,Step Change,FY2027,20,13128,4.6124086,3.292572,5.870224,15.234665
p99.5,Step Change,FY2027,21,13128,4.2243075,3.122261,5.3733044,13.851677
p99.5,Step Change,FY2027,22,13128,4.3336043,3.01865,5.3149643,14.468878
p99.5,Step Change,FY2027,23,13128,3.727299,2.8151855,4.6856174,11.9493065
p99.5,Step Change,FY2028,0,13116,7.591668,5.515606,9.307434,23.901896
p99.5,Step Change,FY2028,1,13128,7.235364,5.723301,9.18402,19.43167
p99.5,Step Change,FY2028,2,13128,7.3573203,5.857895,9.334534,19.461973
p99.5,Step Change,FY2028,3,13128,8.173069,6.4733086,10.52739,21.16138
p99.5,Step Change,FY2028,4,13128,8.073566,6.604725,10.269684,20.9615
p99.5,Step Change,FY2028,5,13128,8.340261,7.238247,10.792025,18.92949
p99.5,Step Change,FY2028,6,13128,9.731466,9.163462,13.150181,21.895815
p99.5,Step Change,FY2028,7,13128,8.926233,8.163994,12.773638,25.133968
p99.5,Step Change,FY2028,8,13128,7.950695,8.127632,12.331973,21.924622
p99.5,Step Change,FY2028,9,13128,10.401263,9.385167,14.443069,24.591757
p99.5,Step Change,FY2028,10,13128,12.274836,10.841484,16.339973,26.91458
p99.5,Step Change,FY2028,11,13128,12.597052,11.369768,16.661621,26.601778
p99.5,Step Change,FY2028,12,13128,12.578744,11.455823,16.824425,27.564226
p99.5,Step Change,FY2028,13,13128,11.856987,11.076688,16.520039,27.812592
p99.5,Step Change,FY2028,14,13128,11.314975,10.221825,15.728509,27.30812
p99.5,Step Change,FY2028,15,13128,10.262041,9.02533,14.537172,25.56941
p99.5,Step Change,FY2028,16,13128,9.2699995,8.054596,13.852922,26.933218
p99.5,Step Change,FY2028,17,13128,9.5563135,7.95953,14.710436,31.063284
p99.5,Step Change,FY2028,18,13128,9.332439,7.7013245,14.538315,32.060543
p99.5,Step Change,FY2028,19,13128,8.008312,5.6891174,10.666565,29.908268
p99.5,Step Change,FY2028,20,13128,7.656091,5.558731,9.325489,25.1743
p99.5,Step Change,FY2028,21,13128,7.0379615,5.268963,8.469391,21.675495
p99.5,Step Change,FY2028,22,13128,7.189472,5.0708656,8.5030155,23.39497
p99.5,Step Change,FY2028,23,13128,6.217168,4.700617,7.482546,20.336214
p99.5,Step Change,FY2029,0,13116,11.535238,8.331078,14.425501,34.59668
p99.5,Step Change,FY2029,1,13128,11.1197605,8.651218,14.2908745,28.582676
p99.5,Step Change,FY2029,2,13128,10.803107,8.766644,13.754765,27.801477
p99.5,Step Change,FY2029,3,13128,12.114667,9.8686905,15.476664,29.87866
p99.5,Step Change,FY2029,4,13128,11.974071,10.030563,15.120047,29.69943
p99.5,Step Change,FY2029,5,13128,12.422552,10.842445,15.829708,26.199972
p99.5,Step Change,FY2029,6,13128,14.479933,13.798386,19.309898,31.200611
p99.5,Step Change,FY2029,7,13128,13.106046,12.049221,18.550446,36.643707
p99.5,Step Change,FY2029,8,13128,11.546207,11.872075,18.035496,30.718603
p99.5,Step Change,FY2029,9,13128,15.371891,14.142174,21.043365,35.229572
p99.5,Step Change,FY2029,10,13128,18.308973,16.597004,23.93294,38.563812
p99.5,Step Change,FY2029,11,13128,18.85884,17.43402,24.29282,38.193325
p99.5,Step Change,FY2029,12,13128,18.720081,17.593157,24.482048,40.204964
p99.5,Step Change,FY2029,13,13128,17.883018,16.889797,24.419754,39.700623
p99.5,Step Change,FY2029,14,13128,16.904627,15.430614,23.396786,39.77099
p99.5,Step Change,FY2029,15,13128,15.43952,13.451603,21.722586,37.36164
p99.5,Step Change,FY2029,16,13128,14.081704,12.083698,20.415852,39.023174
p99.5,Step Change,FY2029,17,13128,14.298455,12.475449,21.534883,43.44161
p99.5,Step Change,FY2029,18,13128,14.071389,11.940079,21.506672,43.40091
p99.5,Step Change,FY2029,19,13128,12.1595,8.8433,16.258656,43.24994
p99.5,Step Change,FY2029,20,13128,11.6071,8.282463,14.28124,38.078384
p99.5,Step Change,FY2029,21,13128,10.985487,8.116859,12.950953,32.141922
p99.5,Step Change,FY2029,22,13128,11.198721,7.764141,13.134357,36.124092
p99.5,Step Change,FY2029,23,13128,9.7222595,7.2491264,11.479141,30.346775
p99.5,Step Change,FY2030,0,13116,16.815487,12.115753,22.833353,49.017372
p99.5,Step Change,FY2030,1,13128,16.512327,12.529188,21.72255,41.775047
p99.5,Step Change,FY2030,2,13128,15.386602,12.588425,19.528557,37.347363
p99.5,Step Change,FY2030,3,13128,17.24121,14.319574,21.809452,39.83133
p99.5,Step Change,FY2030,4,13128,17.098085,14.303084,21.063469,40.147625
p99.5,Step Change,FY2030,5,13128,17.916107,15.587994,22.650543,37.058838
p99.5,Step Change,FY2030,6,13128,20.455753,19.967484,27.043104,43.66393
p99.5,Step Change,FY2030,7,13128,17.928211,17.18401,25.816542,49.309673
p99.5,Step Change,FY2030,8,13128,15.914174,16.85395,25.242096,41.850014
p99.5,Step Change,FY2030,9,13128,21.429506,19.885822,29.450912,48.701736
p99.5,Step Change,FY2030,10,13128,26.233217,24.237873,33.871704,54.210846
p99.5,Step Change,FY2030,11,13128,26.928484,25.345459,34.47289,53.788586
p99.5,Step Change,FY2030,12,13128,26.497688,25.377136,34.828983,55.319405
p99.5,Step Change,FY2030,13,13128,25.558144,24.62437,34.903694,54.719402
p99.5,Step Change,FY2030,14,13128,24.193132,22.541584,33.475525,54.971508
p99.5,Step Change,FY2030,15,13128,22.17516,19.419937,30.738617,53.513397
p99.5,Step Change,FY2030,16,13128,20.484734,17.665937,29.184498,54.72746
p99.5,Step Change,FY2030,17,13128,21.02311,18.601585,31.418213,60.102577
p99.5,Step Change,FY2030,18,13128,20.141706,17.558533,30.029922,58.03727
p99.5,Step Change,FY2030,19,13128,17.568913,13.0870285,23.463516,58.388718
p99.5,Step Change,FY2030,20,13128,16.973534,12.127129,20.764553,55.55247
p99.5,Step Change,FY2030,21,13128,16.310038,11.946058,19.076668,49.374516
p99.5,Step Change,FY2030,22,13128,16.874535,11.604713,20.100124,53.913128
p99.5,Step Change,FY2030,23,13128,14.834621,10.886929,17.477736,44.59419
p99.9,Accelerated Transition,FY2026,0,13116,2.7194693,1.902565,3.6216774,9.022581
p99.9,Accelerated Transition,FY2026,1,13128,2.6126966,1.9291573,3.5653896,8.2610855
p99.9,Accelerated Transition,FY2026,2,13128,2.870088,2.1590424,3.9138985,8.7365265
p99.9,Accelerated Transition,FY2026,3,13128,3.123786,2.252205,4.189438,9.460208
p99.9,Accelerated Transition,FY2026,4,13128,3.0868359,2.2963905,4.127159,9.166685
p99.9,Accelerated Transition,FY2026,5,13128,3.185093,2.5537949,4.364254,8.588508
p99.9,Accelerated Transition,FY2026,6,13128,3.876537,3.2756424,5.4890013,10.24845
p99.9,Accelerated Transition,FY2026,7,13128,3.8651457,3.033989,5.5787067,12.933861
p99.9,Accelerated Transition,FY2026,8,13128,3.0734954,2.9594407,5.3133593,10.7769575
p99.9,Accelerated Transition,FY2026,9,13128,4.0671616,3.4403667,5.9606495,11.3391695
p99.9,Accelerated Transition,FY2026,10,13128,4.8083434,4.005933,6.7099967,12.434021
p99.9,Accelerated Transition,FY2026,11,13128,4.9340205,4.129942,6.804631,12.63685
p99.9,Accelerated Transition,FY2026,12,13128,4.8258743,4.0080204,6.8406315,12.504399
p99.9,Accelerated Transition,FY2026,13,13128,4.6819806,3.96914,6.868732,12.789108
p99.9,Accelerated Transition,FY2026,14,13128,4.4872704,3.7116594,6.5067368,12.528448
p99.9,Accelerated Transition,FY2026,15,13128,3.8401153,3.2234688,5.8015003,11.557594
p99.9,Accelerated Transition,FY2026,16,13128,3.7093604,2.9479065,5.7362976,13.11395
p99.9,Accelerated Transition,FY2026,17,13128,4.1437254,2.7865753,6.2913055,18.070593
p99.9,Accelerated Transition,FY2026,18,13128,4.0531287,2.375534,6.236553,20.521542
p99.9,Accelerated Transition,FY2026,19,13128,3.1044984,1.7272263,4.1499176,15.092735
p99.9,Accelerated Transition,FY2026,20,13128,2.9094348,1.830719,3.8331985,10.356409
p99.9,Accelerated Transition,FY2026,21,13128,2.6568463,1.7414513,3.4501228,9.517894
p99.9,Accelerated Transition,FY2026,22,13128,2.708962,1.7148476,3.4216595,9.373273
p99.9,Accelerated Transition,FY2026,23,13128,2.3238714,1.6728554,3.1877937,7.6301055
p99.9,Accelerated Transition,FY2027,0,13116,6.787887,5.0370636,8.784147,19.88578
p99.9,Accelerated Transition,FY2027,1,13128,6.395463,5.040596,8.257511,17.228333
p99.9,Accelerated Transition,FY2027,2,13128,6.7366347,5.443157,8.867865,17.618462
p99.9,Accelerated Transition,FY2027,3,13128,7.352455,5.740967,9.462671,19.364864
p99.9,Accelerated Transition,FY2027,4,13128,7.192704,5.6961823,9.113255,19.02485
p99.9,Accelerated Transition,FY2027,5,13128,7.5796685,6.441704,9.828587,17.75237
p99.9,Accelerated Transition,FY2027,6,13128,9.081986,8.381527,12.104912,20.42978
p99.9,Accelerated Transition,FY2027,7,13128,9.132282,7.769952,12.218121,25.835365
p99.9,Accelerated Transition,FY2027,8,13128,7.237263,7.508547,11.586266,21.173758
p99.9,Accelerated Transition,FY2027,9,13128,9.7354355,8.6718855,13.429449,23.080637
p99.9,Accelerated Transition,FY2027,10,13128,11.447113,10.059151,15.156076,25.601097
p99.9,Accelerated Transition,FY2027,11,13128,11.707352,10.3389225,15.385998,24.827156
p99.9,Accelerated Transition,FY2027,12,13128,11.706124,10.652273,15.815785,25.21908
p99.9,Accelerated Transition,FY2027,13,13128,11.231416,10.315126,15.49049,26.23077
p99.9,Accelerated Transition,FY2027,14,13128,10.682857,9.520517,14.72315,25.589067
p99.9,Accelerated Transition,FY2027,15,13128,9.40313,8.209923,13.151234,23.911999
p99.9,Accelerated Transition,FY2027,16,13128,8.817587,7.609211,12.909782,25.613642
