Cap_Model,Scenario,FY,Hour,Observations,Mean_Impact,Median_Impact,P75_Impact,P95_Impact
p99,Accelerated Transition,FY2030,6,13128,38.69991,37.559616,53.59521,86.58136
p99,Accelerated Transition,FY2030,7,13128,30.022753,30.482086,48.18601,87.883644
p99,Accelerated Transition,FY2030,8,13128,26.473446,29.652534,46.33821,76.82291
p99,Accelerated Transition,FY2030,9,13128,37.073994,36.051254,53.335445,86.55648
p99,Accelerated Transition,FY2030,10,13128,47.68343,44.737144,62.770725,102.079384
p99,Accelerated Transition,FY2030,11,13128,50.168926,48.56299,66.011,100.95363
p99,Accelerated Transition,FY2030,12,13128,49.525013,48.497185,67.299164,104.9743
p99,Accelerated Transition,FY2030,13,13128,47.303932,46.463825,66.2413,103.90695
p99,Accelerated Transition,FY2030,14,13128,45.81589,42.393227,63.770958,104.64888
p99,Accelerated Transition,FY2030,15,13128,41.159653,35.764984,57.690308,100.79555
p99,Accelerated Transition,FY2030,16,13128,38.640293,36.184307,57.850864,93.09119
p99,Accelerated Transition,FY2030,17,13128,38.68627,36.872643,57.792133,93.12386
p99,Accelerated Transition,FY2030,18,13128,33.722363,30.813156,51.71485,82.74415
p99,Accelerated Transition,FY2030,19,13128,31.46474,25.515488,46.08491,88.22818
p99,Accelerated Transition,FY2030,20,13128,30.901646,24.406662,40.878242,89.181755
p99,Accelerated Transition,FY2030,21,13128,31.249168,24.304401,39.13468,87.32208
p99,Accelerated Transition,FY2030,22,13128,32.790173,25.697975,43.022964,88.414154
p99,Accelerated Transition,FY2030,23,13128,31.811882,23.946186,42.504593,87.5923
p99,Slower Growth,FY2026,0,13116,1.1231568,0.62976074,1.6102848,4.8855553
p99,Slower Growth,FY2026,1,13128,1.1017402,0.6657448,1.59408,4.4954076
p99,Slower Growth,FY2026,2,13128,1.1834193,0.71003723,1.6805706,4.698585
p99,Slower Growth,FY2026,3,13128,1.2801008,0.71995544,1.7241459,5.153224
p99,Slower Growth,FY2026,4,13128,1.304226,0.7881813,1.766552,5.163989
p99,Slower Growth,FY2026,5,13128,1.3442855,0.83875656,1.9644451,4.8577447
p99,Slower Growth,FY2026,6,13128,1.5252411,1.0265656,2.368225,5.600625
p99,Slower Growth,FY2026,7,13128,1.4372056,0.94433403,2.3759756,6.226225
p99,Slower Growth,FY2026,8,13128,1.2240349,0.9295559,2.3513603,6.008949
p99,Slower Growth,FY2026,9,13128,1.5706776,1.0850563,2.5437105,6.270668
p99,Slower Growth,FY2026,10,13128,1.9216195,1.3048744,2.9037027,6.695458
p99,Slower Growth,FY2026,11,13128,1.983892,1.3246498,3.0443053,6.8055973
p99,Slower Growth,FY2026,12,13128,1.9722141,1.2614708,3.060238,6.8844986
p99,Slower Growth,FY2026,13,13128,1.867735,1.2113008,2.9182854,6.8499656
p99,Slower Growth,FY2026,14,13128,1.7692157,1.1727848,2.7775297,6.6923385
p99,Slower Growth,FY2026,15,13128,1.529971,1.0392208,2.535225,6.2159843
p99,Slower Growth,FY2026,16,13128,1.3899378,0.89063644,2.3525038,6.689419
p99,Slower Growth,FY2026,17,13128,1.4425443,0.60272217,2.4113197,7.6782665
p99,Slower Growth,FY2026,18,13128,1.374001,0.3812561,2.3151588,7.751461
p99,Slower Growth,FY2026,19,13128,1.1423482,0.39950562,1.6825352,5.75825
p99,Slower Growth,FY2026,20,13128,1.0619946,0.51883316,1.6637802,4.859884
p99,Slower Growth,FY2026,21,13128,0.9700941,0.53513336,1.5332069,4.269104
p99,Slower Growth,FY2026,22,13128,0.9786932,0.57056046,1.4599266,4.1598153
p99,Slower Growth,FY2026,23,13128,0.92497706,0.5428581,1.3844881,3.9959106
p99,Slower Growth,FY2027,0,13116,2.2551613,1.5169601,3.0370731,8.4204445
p99,Slower Growth,FY2027,1,13128,2.210088,1.5937729,2.9763184,7.376184
p99,Slower Growth,FY2027,2,13128,2.365503,1.6921883,3.1197205,7.5742655
p99,Slower Growth,FY2027,3,13128,2.5499249,1.7275143,3.3116913,8.416214
p99,Slower Growth,FY2027,4,13128,2.590022,1.8370056,3.3784828,8.12339
p99,Slower Growth,FY2027,5,13128,2.617987,1.9738235,3.601488,7.878292
p99,Slower Growth,FY2027,6,13128,3.0807443,2.5174885,4.4957943,9.06603
p99,Slower Growth,FY2027,7,13128,2.8540554,2.3152618,4.4552155,9.837055
p99,Slower Growth,FY2027,8,13128,2.5226636,2.277649,4.4212627,9.587414
p99,Slower Growth,FY2027,9,13128,3.1505613,2.6141415,4.839699,9.858959
p99,Slower Growth,FY2027,10,13128,3.8584316,3.1329193,5.51865,10.667523
p99,Slower Growth,FY2027,11,13128,3.9507542,3.273819,5.5488873,10.892029
p99,Slower Growth,FY2027,12,13128,3.903097,3.1616745,5.644517,10.887272
p99,Slower Growth,FY2027,13,13128,3.7310371,3.0268383,5.55604,11.2122345
p99,Slower Growth,FY2027,14,13128,3.5380633,2.8371162,5.2668233,10.911913
p99,Slower Growth,FY2027,15,13128,3.0664473,2.4935188,4.7180214,10.13312
p99,Slower Growth,FY2027,16,13128,2.763461,2.2391758,4.4701157,10.64429
p99,Slower Growth,FY2027,17,13128,2.8979647,2.0007324,4.826708,12.178278
p99,Slower Growth,FY2027,18,13128,2.6451085,1.6053352,4.652031,12.744181
p99,Slower Growth,FY2027,19,13128,2.262518,1.3335571,3.396408,10.403652
p99,Slower Growth,FY2027,20,13128,2.155815,1.4502525,3.1934643,7.866155
p99,Slower Growth,FY2027,21,13128,2.0041347,1.4189339,2.9651527,7.1055236
p99,Slower Growth,FY2027,22,13128,2.0140598,1.4027176,2.808958,7.21756
p99,Slower Growth,FY2027,23,13128,1.8555852,1.325592,2.5654202,6.6847396
p99,Slower Growth,FY2028,0,13116,3.4138393,2.4571762,4.411566,11.607578
p99,Slower Growth,FY2028,1,13128,3.3257108,2.5080948,4.3742676,9.969835
p99,Slower Growth,FY2028,2,13128,3.524552,2.5983315,4.658718,10.402276
p99,Slower Growth,FY2028,3,13128,3.821782,2.7182732,4.8804264,11.359443
p99,Slower Growth,FY2028,4,13128,3.8550444,2.8876057,5.073063,11.148715
p99,Slower Growth,FY2028,5,13128,3.910794,3.0628815,5.266141,10.7176895
p99,Slower Growth,FY2028,6,13128,4.6026344,3.98744,6.608006,12.118711
p99,Slower Growth,FY2028,7,13128,4.2376037,3.6103363,6.4388714,13.374739
p99,Slower Growth,FY2028,8,13128,3.7741392,3.6009865,6.294609,12.487383
p99,Slower Growth,FY2028,9,13128,4.7283735,4.11026,6.9840775,13.241226
p99,Slower Growth,FY2028,10,13128,5.7169447,4.790573,7.9251595,14.627945
p99,Slower Growth,FY2028,11,13128,5.920105,5.016267,8.067463,14.714316
p99,Slower Growth,FY2028,12,13128,5.85675,4.964261,8.3011055,15.144353
p99,Slower Growth,FY2028,13,13128,5.5381546,4.812609,8.044533,15.2420635
p99,Slower Growth,FY2028,14,13128,5.2968297,4.4576535,7.620803,14.745783
p99,Slower Growth,FY2028,15,13128,4.6206994,3.8931885,6.934819,13.800968
p99,Slower Growth,FY2028,16,13128,4.1600933,3.5481033,6.608176,14.131857
p99,Slower Growth,FY2028,17,13128,4.2356434,3.2668,7.1036186,15.810609
p99,Slower Growth,FY2028,18,13128,3.990875,2.8481064,6.7127,16.826643
p99,Slower Growth,FY2028,19,13128,3.42197,2.3141747,5.0029354,14.80565
p99,Slower Growth,FY2028,20,13128,3.2819004,2.4159927,4.636053,10.939796
p99,Slower Growth,FY2028,21,13128,3.004402,2.2393322,4.248478,10.043012
p99,Slower Growth,FY2028,22,13128,3.0690715,2.186325,3.9992924,10.405111
p99,Slower Growth,FY2028,23,13128,2.7809613,2.0840683,3.7324867,9.041372
p99,Slower Growth,FY2029,0,13116,4.856538,3.5415802,6.1578045,15.944471
p99,Slower Growth,FY2029,1,13128,4.7225113,3.635704,6.1058292,13.159831
p99,Slower Growth,FY2029,2,13128,4.9866543,3.88031,6.3953323,13.639808
p99,Slower Growth,FY2029,3,13128,5.376449,3.956936,6.77724,15.346947
p99,Slower Growth,FY2029,4,13128,5.389456,4.1970673,6.9823284,14.950394
p99,Slower Growth,FY2029,5,13128,5.524658,4.570099,7.4115105,13.912919
p99,Slower Growth,FY2029,6,13128,6.5047507,5.9153786,9.101384,15.7969265
p99,Slower Growth,FY2029,7,13128,5.9694624,5.305502,8.860821,17.74493
p99,Slower Growth,FY2029,8,13128,5.2885666,5.2283564,8.454003,16.461977
p99,Slower Growth,FY2029,9,13128,6.70921,5.980194,9.599775,17.277008
p99,Slower Growth,FY2029,10,13128,8.101504,6.98746,11.011192,19.459637
p99,Slower Growth,FY2029,11,13128,8.367489,7.276512,11.200636,19.305885
p99,Slower Growth,FY2029,12,13128,8.325603,7.242777,11.451952,19.700752
p99,Slower Growth,FY2029,13,13128,7.8994894,6.9758744,11.129797,20.197073
p99,Slower Growth,FY2029,14,13128,7.4648266,6.530529,10.5973835,19.331423
p99,Slower Growth,FY2029,15,13128,6.549601,5.680065,9.661355,18.34227
p99,Slower Growth,FY2029,16,13128,5.9096155,5.132271,9.162342,18.44275
p99,Slower Growth,FY2029,17,13128,5.9307795,4.873535,9.8516655,20.36334
p99,Slower Growth,FY2029,18,13128,5.6419663,4.616619,9.391285,21.04255
p99,Slower Growth,FY2029,19,13128,4.83367,3.4552193,7.0225716,19.313046
p99,Slower Growth,FY2029,20,13128,4.6356287,3.522564,6.3970795,14.915525
p99,Slower Growth,FY2029,21,13128,4.310694,3.3283844,5.9542875,13.244967
p99,Slower Growth,FY2029,22,13128,4.408524,3.1918068,5.591507,14.514238
p99,Slower Growth,FY2029,23,13128,3.9626606,2.991459,5.0877914,12.711218
p99,Slower Growth,FY2030,0,13116,6.577218,4.8537445,8.37159,20.375154
p99,Slower Growth,FY2030,1,13128,6.423086,4.968586,8.328714,17.33006
p99,Slower Growth,FY2030,2,13128,6.695752,5.345398,8.527471,17.78538
p99,Slower Growth,FY2030,3,13128,7.2171817,5.496151,9.306608,19.559793
p99,Slower Growth,FY2030,4,13128,7.222985,5.7189445,9.191351,19.053425
p99,Slower Growth,FY2030,5,13128,7.485533,6.321102,9.862638,17.774672
p99,Slower Growth,FY2030,6,13128,8.735341,8.150703,12.06869,19.782839
p99,Slower Growth,FY2030,7,13128,7.9581065,7.20465,11.576933,22.483852
p99,Slower Growth,FY2030,8,13128,7.1087437,7.0220337,11.134218,21.037596
p99,Slower Growth,FY2030,9,13128,9.094199,8.2337055,12.813988,22.316166
p99,Slower Growth,FY2030,10,13128,10.905781,9.584587,14.4926195,24.846807
p99,Slower Growth,FY2030,11,13128,11.238048,10.009126,14.967335,24.77226
p99,Slower Growth,FY2030,12,13128,11.254487,10.134403,15.383907,25.724468
p99,Slower Growth,FY2030,13,13128,10.532919,9.614785,14.887379,25.86107
p99,Slower Growth,FY2030,14,13128,9.987975,8.881184,14.163327,24.733585
p99,Slower Growth,FY2030,15,13128,8.927199,7.74835,12.9641075,23.692314
p99,Slower Growth,FY2030,16,13128,7.9936557,6.9508934,12.370174,23.492657
p99,Slower Growth,FY2030,17,13128,7.986571,6.8312263,12.971863,25.33126
p99,Slower Growth,FY2030,18,13128,7.5654445,6.351532,12.655033,25.419888
p99,Slower Growth,FY2030,19,13128,6.594522,4.91333,9.799755,24.833778
p99,Slower Growth,FY2030,20,13128,6.283914,4.873703,8.453762,19.329304
p99,Slower Growth,FY2030,21,13128,5.87227,4.580797,7.8509617,17.400938
p99,Slower Growth,FY2030,22,13128,6.0253515,4.4323177,7.5564365,18.709696
p99,Slower Growth,FY2030,23,13128,5.438153,4.1268425,6.8403854,17.44613
p99,Step Change,FY2026,0,13116,1.9656665,1.3110924,2.6731186,7.7492046
p99,Step Change,FY2026,1,13128,1.9230248,1.3785973,2.59523,6.609664
p99,Step Change,FY2026,2,13128,2.078928,1.4610558,2.7957592,6.874488
p99,Step Change,FY2026,3,13128,2.2303455,1.5052719,2.9176483,7.6696825
p99,Step Change,FY2026,4,13128,2.2702105,1.5857964,3.0006332,7.3344417
p99,Step Change,FY2026,5,13128,2.2932534,1.6713772,3.181387,7.171834
p99,Step Change,FY2026,6,13128,2.6852162,2.1451454,3.9472275,8.275715
p99,Step Change,FY2026,7,13128,2.5012376,1.9614582,3.9726527,8.957107
p99,Step Change,FY2026,8,13128,2.185014,1.9592586,3.8987055,8.531419
p99,Step Change,FY2026,9,13128,2.7650754,2.2169342,4.2746706,9.023901
p99,Step Change,FY2026,10,13128,3.3738208,2.6729927,4.925021,9.767404
p99,Step Change,FY2026,11,13128,3.469195,2.8104887,4.9461565,9.949572
p99,Step Change,FY2026,12,13128,3.423327,2.6709976,5.013281,10.053872
p99,Step Change,FY2026,13,13128,3.2723045,2.5543332,4.9117756,10.127758
p99,Step Change,FY2026,14,13128,3.086355,2.4045258,4.676768,9.799795
p99,Step Change,FY2026,15,13128,2.6756513,2.1249065,4.215392,9.104565
p99,Step Change,FY2026,16,13128,2.4279227,1.9048271,3.9136696,9.688442
p99,Step Change,FY2026,17,13128,2.549668,1.6760826,4.208065,11.010348
p99,Step Change,FY2026,18,13128,2.3193429,1.3322105,4.138611,11.602676
p99,Step Change,FY2026,19,13128,2.001599,1.1109467,3.0360813,9.354606
p99,Step Change,FY2026,20,13128,1.8762949,1.2276726,2.85046,7.0413237
p99,Step Change,FY2026,21,13128,1.7553387,1.2186317,2.6184845,6.4379683
p99,Step Change,FY2026,22,13128,1.7569764,1.194912,2.463894,6.5119677
p99,Step Change,FY2026,23,13128,1.6211689,1.1490631,2.26334,6.017432
p99,Step Change,FY2027,0,13116,4.5622973,3.3296585,5.8336763,14.80015
p99,Step Change,FY2027,1,13128,4.4474673,3.4232368,5.7815065,12.563148
p99,Step Change,FY2027,2,13128,4.697859,3.6162796,6.0865383,12.940387
p99,Step Change,FY2027,3,13128,5.063074,3.6976585,6.4413404,14.519293
p99,Step Change,FY2027,4,13128,5.080611,3.9142036,6.589259,14.284107
p99,Step Change,FY2027,5,13128,5.2124476,4.2724724,6.9961987,13.30106
p99,Step Change,FY2027,6,13128,6.113957,5.4927635,8.634568,15.032628
p99,Step Change,FY2027,7,13128,5.6255994,4.9965057,8.324839,16.79878
p99,Step Change,FY2027,8,13128,4.9723163,4.874256,8.045094,15.505951
p99,Step Change,FY2027,9,13128,6.279808,5.606941,9.075145,16.306276
p99,Step Change,FY2027,10,13128,7.630867,6.5202694,10.420206,18.480562
p99,Step Change,FY2027,11,13128,7.877801,6.815632,10.601971,18.255894
p99,Step Change,FY2027,12,13128,7.8164415,6.775421,10.823193,18.833061
p99,Step Change,FY2027,13,13128,7.4358525,6.566907,10.571976,19.112614
p99,Step Change,FY2027,14,13128,7.0345654,6.1016893,9.984243,18.646183
p99,Step Change,FY2027,15,13128,6.1886253,5.340391,9.143524,17.55479
p99,Step Change,FY2027,16,13128,5.5562134,4.828079,8.675732,17.611828
p99,Step Change,FY2027,17,13128,5.5803347,4.53413,9.266911,19.291998
p99,Step Change,FY2027,18,13128,5.3506794,4.31662,8.896276,20.250114
p99,Step Change,FY2027,19,13128,4.5375695,3.2497654,6.6045265,18.34616
p99,Step Change,FY2027,20,13128,4.3488646,3.3231049,6.0569706,14.100141
p99,Step Change,FY2027,21,13128,4.0480227,3.0932465,5.561384,12.649335
p99,Step Change,FY2027,22,13128,4.1455655,2.989975,5.2915287,13.730917
p99,Step Change,FY2027,23,13128,3.716601,2.8371162,4.79722,11.7747345
p99,Step Change,FY2028,0,13116,7.459651,5.4657936,9.453484,22.783257
p99,Step Change,FY2028,1,13128,7.2983513,5.6438255,9.4165325,19.543776
p99,Step Change,FY2028,2,13128,7.518689,6.0179253,9.543034,19.566133
p99,Step Change,FY2028,3,13128,8.131532,6.245678,10.377779,21.667313
p99,Step Change,FY2028,4,13128,8.145634,6.494602,10.293787,21.424952
p99,Step Change,FY2028,5,13128,8.464067,7.1942444,11.101458,19.67702
p99,Step Change,FY2028,6,13128,9.875482,9.261517,13.412916,21.704445
p99,Step Change,FY2028,7,13128,8.914089,8.161888,12.8908,25.303482
p99,Step Change,FY2028,8,13128,7.980927,7.9585466,12.340139,22.765446
p99,Step Change,FY2028,9,13128,10.239062,9.324913,14.442238,24.824596
p99,Step Change,FY2028,10,13128,12.253811,10.854685,16.23148,27.34425
p99,Step Change,FY2028,11,13128,12.670201,11.413666,16.72081,27.228361
p99,Step Change,FY2028,12,13128,12.730368,11.580091,17.204412,28.3211
p99,Step Change,FY2028,13,13128,11.913464,10.914353,16.699043,28.632961
p99,Step Change,FY2028,14,13128,11.269152,10.051727,15.79519,27.52316
p99,Step Change,FY2028,15,13128,10.109613,8.80999,14.535978,26.53231
p99,Step Change,FY2028,16,13128,9.104402,7.929308,13.795492,26.512194
p99,Step Change,FY2028,17,13128,9.012654,7.784111,14.491001,28.099964
p99,Step Change,FY2028,18,13128,8.471083,7.18787,14.066566,27.442966
p99,Step Change,FY2028,19,13128,7.5286155,5.645916,11.118729,27.339268
p99,Step Change,FY2028,20,13128,7.124797,5.4693756,9.560276,21.590214
p99,Step Change,FY2028,21,13128,6.675279,5.2039337,8.8449745,19.987576
p99,Step Change,FY2028,22,13128,6.8363767,5.080784,8.515402,20.831024
p99,Step Change,FY2028,23,13128,6.1649327,4.7081375,7.695755,19.348974
p99,Step Change,FY2029,0,13116,11.257822,8.18121,14.596699,33.17651
p99,Step Change,FY2029,1,13128,11.113784,8.668224,14.243918,29.283981
p99,Step Change,FY2029,2,13128,11.133153,9.083609,14.100456,27.864939
p99,Step Change,FY2029,3,13128,12.017615,9.667595,15.292057,29.57811
p99,Step Change,FY2029,4,13128,12.019598,9.880264,14.990559,29.750547
p99,Step Change,FY2029,5,13128,12.69052,10.981628,16.25398,27.385012
p99,Step Change,FY2029,6,13128,14.666556,14.085972,19.336845,31.786827
p99,Step Change,FY2029,7,13128,12.997427,12.246857,18.845459,36.681587
p99,Step Change,FY2029,8,13128,11.586153,11.841055,17.977083,32.14563
p99,Step Change,FY2029,9,13128,15.185822,13.840651,21.147842,35.440098
p99,Step Change,FY2029,10,13128,18.269838,16.501785,23.866907,39.133858
p99,Step Change,FY2029,11,13128,18.871937,17.391455,24.35529,39.121853
p99,Step Change,FY2029,12,13128,18.876232,17.6366,24.825455,41.52501
p99,Step Change,FY2029,13,13128,17.911016,16.742428,24.65166,41.757427
p99,Step Change,FY2029,14,13128,16.796139,15.032688,23.389748,40.24334
p99,Step Change,FY2029,15,13128,15.248238,13.201733,21.321323,38.819523
p99,Step Change,FY2029,16,13128,13.813047,11.977226,20.218414,38.83998
p99,Step Change,FY2029,17,13128,13.493224,12.029392,20.808495,39.744534
p99,Step Change,FY2029,18,13128,12.606707,11.009384,20.476166,37.488808
p99,Step Change,FY2029,19,13128,11.398717,8.833202,16.757053,38.861572
p99,Step Change,FY2029,20,13128,10.824859,8.612568,14.180277,31.688951
p99,Step Change,FY2029,21,13128,10.349872,8.231617,13.275286,29.709414
p99,Step Change,FY2029,22,13128,10.4816,7.8380394,12.8486,30.842632
p99,Step Change,FY2029,23,13128,9.639235,7.3768654,11.699059,29.106318
p99,Step Change,FY2030,0,13116,16.331017,12.090866,22.060802,45.7237
p99,Step Change,FY2030,1,13128,16.351719,12.628777,21.463337,41.119087
p99,Step Change,FY2030,2,13128,15.991058,13.0272045,20.486416,38.73154
p99,Step Change,FY2030,3,13128,17.211456,13.956306,21.554424,40.24405
p99,Step Change,FY2030,4,13128,17.19951,14.379578,20.932924,40.4588
p99,Step Change,FY2030,5,13128,18.317574,15.856087,23.39626,38.675556
p99,Step Change,FY2030,6,13128,20.657116,19.947174,27.15421,44.413437
p99,Step Change,FY2030,7,13128,17.767965,17.321981,26.204552,49.14611
p99,Step Change,FY2030,8,13128,15.974073,16.71396,25.334,44.128822
p99,Step Change,FY2030,9,13128,21.18202,19.534657,29.492,48.453312
p99,Step Change,FY2030,10,13128,26.082005,23.957859,33.716045,54.948486
p99,Step Change,FY2030,11,13128,26.825546,25.307735,34.49057,55.024887
p99,Step Change,FY2030,12,13128,26.571741,25.463951,35.13079,57.531258
p99,Step Change,FY2030,13,13128,25.431604,24.252638,34.9935,56.92885
p99,Step Change,FY2030,14,13128,24.119177,21.994736,33.226704,56.400967
p99,Step Change,FY2030,15,13128,21.866985,18.898903,30.365484,55.970676
p99,Step Change,FY2030,16,13128,19.999771,17.24097,29.092003,53.579628
p99,Step Change,FY2030,17,13128,19.769346,17.57428,30.099924,54.86769
p99,Step Change,FY2030,18,13128,17.6695,15.819527,28.254028,49.960995
p99,Step Change,FY2030,19,13128,16.093058,12.703987,23.97568,51.026073
p99,Step Change,FY2030,20,13128,15.684397,12.476894,20.548656,45.607613
p99,Step Change,FY2030,21,13128,15.322773,12.136101,19.055252,42.823364
p99,Step Change,FY2030,22,13128,15.589322,11.657131,18.80937,45.845016
p99,Step Change,FY2030,23,13128,14.592342,11.092327,17.448313,41.69677
p99.5,Accelerated Transition,FY2026,0,13116,2.8184507,1.957344,3.7792912,10.188087
p99.5,Accelerated Transition,FY2026,1,13128,2.7126396,2.0535545,3.677969,8.716682
p99.5,Accelerated Transition,FY2026,2,13128,2.8820546,2.1381645,3.867979,8.96472
p99.5,Accelerated Transition,FY2026,3,13128,3.2015502,2.2552757,4.121769,9.895319
p99.5,Accelerated Transition,FY2026,4,13128,3.2023716,2.339157,4.1787996,9.802091
p99.5,Accelerated Transition,FY2026,5,13128,3.233588,2.5630417,4.381481,8.940102
p99.5,Accelerated Transition,FY2026,6,13128,3.7946556,3.2275162,5.50085,10.541442
p99.5,Accelerated Transition,FY2026,7,13128,3.496823,2.933237,5.4059505,11.788633
p99.5,Accelerated Transition,FY2026,8,13128,3.1302114,2.9946938,5.3107023,10.740095
p99.5,Accelerated Transition,FY2026,9,13128,4.0376115,3.3982153,5.9768467,11.582809
p99.5,Accelerated Transition,FY2026,10,13128,4.785132,4.0020943,6.7544804,12.564688
p99.5,Accelerated Transition,FY2026,11,13128,4.913539,4.1619887,6.8613353,12.725475
p99.5,Accelerated Transition,FY2026,12,13128,4.8197207,4.0648117,6.9227104,12.634062
p99.5,Accelerated Transition,FY2026,13,13128,4.572834,3.9545898,6.8104696,12.535213
p99.5,Accelerated Transition,FY2026,14,13128,4.404026,3.6703491,6.4993935,12.402079
p99.5,Accelerated Transition,FY2026,15,13128,3.8411896,3.1867218,5.9328194,11.597377
p99.5,Accelerated Transition,FY2026,16,13128,3.5476336,2.8069592,5.5921745,12.620352
p99.5,Accelerated Transition,FY2026,17,13128,3.7116885,2.651371,6.0193634,14.815386
p99.5,Accelerated Transition,FY2026,18,13128,3.7297547,2.3828049,5.9934273,16.884596
p99.5,Accelerated Transition,FY2026,19,13128,2.958976,1.7684708,4.150362,14.134446
p99.5,Accelerated Transition,FY2026,20,13128,2.8508234,1.9018936,3.790247,10.087875
p99.5,Accelerated Transition,FY2026,21,13128,2.6274703,1.8597565,3.5205927,9.15214
p99.5,Accelerated Transition,FY2026,22,13128,2.6428304,1.7936211,3.4154224,9.293017
p99.5,Accelerated Transition,FY2026,23,13128,2.3134458,1.6881027,3.142189,7.896508
p99.5,Accelerated Transition,FY2027,0,13116,6.990805,5.08008,8.622656,22.195457
p99.5,Accelerated Transition,FY2027,1,13128,6.655676,5.265213,8.458511,17.992083
p99.5,Accelerated Transition,FY2027,2,13128,6.8194456,5.3994293,8.654852,18.118061
p99.5,Accelerated Transition,FY2027,3,13128,7.5709715,5.9195137,9.832115,19.696533
p99.5,Accelerated Transition,FY2027,4,13128,7.4555235,6.0550766,9.542908,19.417847
p99.5,Accelerated Transition,FY2027,5,13128,7.7042246,6.6583557,9.981157,17.513836
p99.5,Accelerated Transition,FY2027,6,13128,8.986307,8.427832,12.209219,20.249008
p99.5,Accelerated Transition,FY2027,7,13128,8.284056,7.4900417,11.877869,23.380693
p99.5,Accelerated Transition,FY2027,8,13128,7.3582277,7.4880333,11.49143,20.641842
p99.5,Accelerated Transition,FY2027,9,13128,9.63689,8.63776,13.441837,22.713413
p99.5,Accelerated Transition,FY2027,10,13128,11.368902,9.987159,15.182111,25.152863
p99.5,Accelerated Transition,FY2027,11,13128,11.630669,10.435922,15.431751,24.850634
p99.5,Accelerated Transition,FY2027,12,13128,11.593055,10.511879,15.633738,25.688257
p99.5,Accelerated Transition,FY2027,13,13128,10.944113,10.114687,15.442888,25.8539
p99.5,Accelerated Transition,FY2027,14,13128,10.460564,9.387638,14.601976,25.36761
p99.5,Accelerated Transition,FY2027,15,13128,9.477592,8.330433,13.467692,23.603727
p99.5,Accelerated Transition,FY2027,16,13128,8.499154,7.410881,12.781628,25.272936
p99.5,Accelerated Transition,FY2027,17,13128,8.844188,7.278919,13.609669,29.035145
p99.5,Accelerated Transition,FY2027,18,13128,8.658051,7.033386,13.584099,30.513554
p99.5,Accelerated Transition,FY2027,19,13128,7.331525,5.121269,9.92267,28.025621
p99.5,Accelerated Transition,FY2027,20,13128,7.0528374,5.1358185,8.673592,23.560186
p99.5,Accelerated Transition,FY2027,21,13128,6.45955,4.832554,7.872862,19.685686
p99.5,Accelerated Transition,FY2027,22,13128,6.602819,4.631096,7.9102592,20.967838
p99.5,Accelerated Transition,FY2027,23,13128,5.7048407,4.3010902,6.898144,18.763184
p99.5,Accelerated Transition,FY2028,0,13116,13.09563,9.363384,16.637667,39.008835
p99.5,Accelerated Transition,FY2028,1,13128,12.626537,9.809509,16.242508,32.20391
p99.5,Accelerated Transition,FY2028,2,13128,12.133008,9.982218,15.484829,30.626547
p99.5,Accelerated Transition,FY2028,3,13128,13.665067,11.155991,17.318523,33.031925
p99.5,Accelerated Transition,FY2028,4,13128,13.473836,11.344347,16.886377,33.01594
p99.5,Accelerated Transition,FY2028,5,13128,14.017381,12.2567215,17.79786,29.672344
p99.5,Accelerated Transition,FY2028,6,13128,16.199606,15.595924,21.530626,34.93912
p99.5,Accelerated Transition,FY2028,7,13128,14.585583,13.5421715,20.667587,41.058125
p99.5,Accelerated Transition,FY2028,8,13128,12.85674,13.410246,19.999311,33.695385
p99.5,Accelerated Transition,FY2028,9,13128,17.177206,15.816318,23.628551,39.73019
p99.5,Accelerated Transition,FY2028,10,13128,20.635235,18.797022,26.843676,43.06162
p99.5,Accelerated Transition,FY2028,11,13128,21.246498,19.681976,27.233467,42.632584
p99.5,Accelerated Transition,FY2028,12,13128,21.008802,19.790497,27.368862,44.499535
p99.5,Accelerated Transition,FY2028,13,13128,20.20735,19.103277,27.58545,44.554646
p99.5,Accelerated Transition,FY2028,14,13128,19.04621,17.493662,26.322075,44.005127
p99.5,Accelerated Transition,FY2028,15,13128,17.391352,15.190029,24.453552,42.078243
p99.5,Accelerated Transition,FY2028,16,13128,15.891896,13.692667,22.914877,43.498177
p99.5,Accelerated Transition,FY2028,17,13128,16.319805,14.250263,24.421667,48.596996
p99.5,Accelerated Transition,FY2028,18,13128,15.842243,13.650864,23.949692,48.0112
p99.5,Accelerated Transition,FY2028,19,13128,13.749562,10.004578,18.351559,48.124218
p99.5,Accelerated Transition,FY2028,20,13128,13.078488,9.446213,16.083904,41.84717
p99.5,Accelerated Transition,FY2028,21,13128,12.496443,9.288559,14.714161,37.55231
p99.5,Accelerated Transition,FY2028,22,13128,12.817811,8.9031105,15.083918,41.269314
p99.5,Accelerated Transition,FY2028,23,13128,11.167403,8.25959,13.199406,34.31034
p99.5,Accelerated Transition,FY2029,0,13116,21.527216,15.700403,31.978085,58.847397
p99.5,Accelerated Transition,FY2029,1,13128,21.192251,16.143589,28.481937,52.835407
p99.5,Accelerated Transition,FY2029,2,13128,19.365654,15.807442,25.031248,45.870495
p99.5,Accelerated Transition,FY2029,3,13128,21.29994,17.664589,26.93998,47.415676
p99.5,Accelerated Transition,FY2029,4,13128,21.483484,18.05127,26.293499,47.012333
